areset = 1, o_cnt = x, o_decade = xx, cnt_en = 0, o_en_cnt = x, time_val = 30, o_time_cnt = x, o_time_en = x, o_clk_h = x, o_clk_m = x, o_clk_s = x
areset = 0, o_cnt =  75, o_decade = 43, cnt_en = 0, o_en_cnt = 140, time_val = 30, o_time_cnt =  6, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s =  3
areset = 0, o_cnt =  76, o_decade = 44, cnt_en = 1, o_en_cnt = 140, time_val = 30, o_time_cnt =  7, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s =  4
areset = 0, o_cnt =  77, o_decade = 45, cnt_en = 0, o_en_cnt = 141, time_val = 30, o_time_cnt =  8, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s =  5
areset = 0, o_cnt =  78, o_decade = 46, cnt_en = 0, o_en_cnt = 141, time_val = 30, o_time_cnt =  9, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s =  6
areset = 0, o_cnt =  79, o_decade = 47, cnt_en = 0, o_en_cnt = 141, time_val = 30, o_time_cnt = 10, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s =  7
areset = 0, o_cnt =  80, o_decade = 48, cnt_en = 0, o_en_cnt = 141, time_val = 30, o_time_cnt = 11, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s =  8
areset = 0, o_cnt =  81, o_decade = 49, cnt_en = 0, o_en_cnt = 141, time_val = 30, o_time_cnt = 12, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s =  9
areset = 0, o_cnt =  82, o_decade = 50, cnt_en = 1, o_en_cnt = 141, time_val = 30, o_time_cnt = 13, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 10
areset = 0, o_cnt =  83, o_decade = 51, cnt_en = 0, o_en_cnt = 142, time_val = 30, o_time_cnt = 14, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 11
areset = 0, o_cnt =  84, o_decade = 52, cnt_en = 0, o_en_cnt = 142, time_val = 30, o_time_cnt = 15, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 12
areset = 0, o_cnt =  85, o_decade = 53, cnt_en = 0, o_en_cnt = 142, time_val = 30, o_time_cnt = 16, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 13
areset = 0, o_cnt =  86, o_decade = 54, cnt_en = 0, o_en_cnt = 142, time_val = 30, o_time_cnt = 17, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 14
areset = 0, o_cnt =  87, o_decade = 55, cnt_en = 0, o_en_cnt = 142, time_val = 30, o_time_cnt = 18, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 15
areset = 0, o_cnt =  88, o_decade = 56, cnt_en = 1, o_en_cnt = 142, time_val = 30, o_time_cnt = 19, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 16
areset = 0, o_cnt =  89, o_decade = 57, cnt_en = 0, o_en_cnt = 143, time_val = 30, o_time_cnt = 20, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 17
areset = 0, o_cnt =  90, o_decade = 58, cnt_en = 0, o_en_cnt = 143, time_val = 30, o_time_cnt = 21, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 18
areset = 0, o_cnt =  91, o_decade = 59, cnt_en = 0, o_en_cnt = 143, time_val = 30, o_time_cnt = 22, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 19
areset = 0, o_cnt =  92, o_decade = 60, cnt_en = 0, o_en_cnt = 143, time_val = 30, o_time_cnt = 23, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 20
areset = 0, o_cnt =  93, o_decade = 61, cnt_en = 0, o_en_cnt = 143, time_val = 30, o_time_cnt = 24, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 21
areset = 0, o_cnt =  94, o_decade = 62, cnt_en = 1, o_en_cnt = 143, time_val = 30, o_time_cnt = 25, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 22
areset = 0, o_cnt =  95, o_decade = 63, cnt_en = 0, o_en_cnt = 144, time_val = 30, o_time_cnt = 26, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 23
areset = 0, o_cnt =  96, o_decade = 64, cnt_en = 0, o_en_cnt = 144, time_val = 30, o_time_cnt = 27, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 24
areset = 0, o_cnt =  97, o_decade = 65, cnt_en = 0, o_en_cnt = 144, time_val = 30, o_time_cnt = 28, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 25
areset = 0, o_cnt =  98, o_decade = 66, cnt_en = 0, o_en_cnt = 144, time_val = 30, o_time_cnt = 29, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 26
areset = 0, o_cnt =  99, o_decade = 67, cnt_en = 0, o_en_cnt = 144, time_val = 30, o_time_cnt = 30, o_time_en = 1, o_clk_h = 0, o_clk_m = 14, o_clk_s = 27
areset = 0, o_cnt = 100, o_decade = 68, cnt_en = 1, o_en_cnt = 144, time_val = 30, o_time_cnt =  0, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 28
areset = 0, o_cnt = 101, o_decade = 69, cnt_en = 0, o_en_cnt = 145, time_val = 30, o_time_cnt =  1, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 29
areset = 0, o_cnt = 102, o_decade = 70, cnt_en = 0, o_en_cnt = 145, time_val = 30, o_time_cnt =  2, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 30
areset = 0, o_cnt = 103, o_decade = 71, cnt_en = 0, o_en_cnt = 145, time_val = 30, o_time_cnt =  3, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 31
areset = 0, o_cnt = 104, o_decade = 72, cnt_en = 0, o_en_cnt = 145, time_val = 30, o_time_cnt =  4, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 32
areset = 0, o_cnt = 105, o_decade = 73, cnt_en = 0, o_en_cnt = 145, time_val = 30, o_time_cnt =  5, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 33
areset = 0, o_cnt = 106, o_decade = 74, cnt_en = 1, o_en_cnt = 145, time_val = 30, o_time_cnt =  6, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 34
areset = 0, o_cnt = 107, o_decade = 75, cnt_en = 0, o_en_cnt = 146, time_val = 30, o_time_cnt =  7, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 35
areset = 0, o_cnt = 108, o_decade = 76, cnt_en = 0, o_en_cnt = 146, time_val = 30, o_time_cnt =  8, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 36
areset = 0, o_cnt = 109, o_decade = 77, cnt_en = 0, o_en_cnt = 146, time_val = 30, o_time_cnt =  9, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 37
areset = 0, o_cnt = 110, o_decade = 78, cnt_en = 0, o_en_cnt = 146, time_val = 30, o_time_cnt = 10, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 38
areset = 0, o_cnt = 111, o_decade = 79, cnt_en = 0, o_en_cnt = 146, time_val = 30, o_time_cnt = 11, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 39
areset = 0, o_cnt = 112, o_decade = 80, cnt_en = 1, o_en_cnt = 146, time_val = 30, o_time_cnt = 12, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 40
areset = 0, o_cnt = 113, o_decade = 81, cnt_en = 0, o_en_cnt = 147, time_val = 30, o_time_cnt = 13, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 41
areset = 0, o_cnt = 114, o_decade = 82, cnt_en = 0, o_en_cnt = 147, time_val = 30, o_time_cnt = 14, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 42
areset = 0, o_cnt = 115, o_decade = 83, cnt_en = 0, o_en_cnt = 147, time_val = 30, o_time_cnt = 15, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 43
areset = 0, o_cnt = 116, o_decade = 84, cnt_en = 0, o_en_cnt = 147, time_val = 30, o_time_cnt = 16, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 44
areset = 0, o_cnt = 117, o_decade = 85, cnt_en = 0, o_en_cnt = 147, time_val = 30, o_time_cnt = 17, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 45
areset = 0, o_cnt = 118, o_decade = 86, cnt_en = 1, o_en_cnt = 147, time_val = 30, o_time_cnt = 18, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 46
areset = 0, o_cnt = 119, o_decade = 87, cnt_en = 0, o_en_cnt = 148, time_val = 30, o_time_cnt = 19, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 47
areset = 0, o_cnt = 120, o_decade = 88, cnt_en = 0, o_en_cnt = 148, time_val = 30, o_time_cnt = 20, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 48
areset = 0, o_cnt = 121, o_decade = 89, cnt_en = 0, o_en_cnt = 148, time_val = 30, o_time_cnt = 21, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 49
areset = 0, o_cnt = 122, o_decade = 90, cnt_en = 0, o_en_cnt = 148, time_val = 30, o_time_cnt = 22, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 50
areset = 0, o_cnt = 123, o_decade = 91, cnt_en = 0, o_en_cnt = 148, time_val = 30, o_time_cnt = 23, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 51
areset = 0, o_cnt = 124, o_decade = 92, cnt_en = 1, o_en_cnt = 148, time_val = 30, o_time_cnt = 24, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 52
areset = 0, o_cnt = 125, o_decade = 93, cnt_en = 0, o_en_cnt = 149, time_val = 30, o_time_cnt = 25, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 53
areset = 0, o_cnt = 126, o_decade = 94, cnt_en = 0, o_en_cnt = 149, time_val = 30, o_time_cnt = 26, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 54
areset = 0, o_cnt = 127, o_decade = 95, cnt_en = 0, o_en_cnt = 149, time_val = 30, o_time_cnt = 27, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 55
areset = 0, o_cnt = 128, o_decade = 96, cnt_en = 0, o_en_cnt = 149, time_val = 30, o_time_cnt = 28, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 56
areset = 0, o_cnt = 129, o_decade = 97, cnt_en = 0, o_en_cnt = 149, time_val = 30, o_time_cnt = 29, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 57
areset = 0, o_cnt = 130, o_decade = 98, cnt_en = 1, o_en_cnt = 149, time_val = 30, o_time_cnt = 30, o_time_en = 1, o_clk_h = 0, o_clk_m = 14, o_clk_s = 58
areset = 0, o_cnt = 131, o_decade = 99, cnt_en = 0, o_en_cnt = 150, time_val = 30, o_time_cnt =  0, o_time_en = 0, o_clk_h = 0, o_clk_m = 14, o_clk_s = 59
areset = 0, o_cnt = 132, o_decade = 00, cnt_en = 0, o_en_cnt = 150, time_val = 30, o_time_cnt =  1, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  0
areset = 0, o_cnt = 133, o_decade = 01, cnt_en = 0, o_en_cnt = 150, time_val = 30, o_time_cnt =  2, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  1
areset = 0, o_cnt = 134, o_decade = 02, cnt_en = 0, o_en_cnt = 150, time_val = 30, o_time_cnt =  3, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  2
areset = 0, o_cnt = 135, o_decade = 03, cnt_en = 0, o_en_cnt = 150, time_val = 30, o_time_cnt =  4, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  3
areset = 0, o_cnt = 136, o_decade = 04, cnt_en = 1, o_en_cnt = 150, time_val = 30, o_time_cnt =  5, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  4
areset = 0, o_cnt = 137, o_decade = 05, cnt_en = 0, o_en_cnt = 151, time_val = 30, o_time_cnt =  6, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  5
areset = 0, o_cnt = 138, o_decade = 06, cnt_en = 0, o_en_cnt = 151, time_val = 30, o_time_cnt =  7, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  6
areset = 0, o_cnt = 139, o_decade = 07, cnt_en = 0, o_en_cnt = 151, time_val = 30, o_time_cnt =  8, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  7
areset = 0, o_cnt = 140, o_decade = 08, cnt_en = 0, o_en_cnt = 151, time_val = 30, o_time_cnt =  9, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  8
areset = 0, o_cnt = 141, o_decade = 09, cnt_en = 0, o_en_cnt = 151, time_val = 30, o_time_cnt = 10, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s =  9
areset = 0, o_cnt = 142, o_decade = 10, cnt_en = 1, o_en_cnt = 151, time_val = 30, o_time_cnt = 11, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 10
areset = 0, o_cnt = 143, o_decade = 11, cnt_en = 0, o_en_cnt = 152, time_val = 30, o_time_cnt = 12, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 11
areset = 0, o_cnt = 144, o_decade = 12, cnt_en = 0, o_en_cnt = 152, time_val = 30, o_time_cnt = 13, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 12
areset = 0, o_cnt = 145, o_decade = 13, cnt_en = 0, o_en_cnt = 152, time_val = 30, o_time_cnt = 14, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 13
areset = 0, o_cnt = 146, o_decade = 14, cnt_en = 0, o_en_cnt = 152, time_val = 30, o_time_cnt = 15, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 14
areset = 0, o_cnt = 147, o_decade = 15, cnt_en = 0, o_en_cnt = 152, time_val = 30, o_time_cnt = 16, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 15
areset = 0, o_cnt = 148, o_decade = 16, cnt_en = 1, o_en_cnt = 152, time_val = 30, o_time_cnt = 17, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 16
areset = 0, o_cnt = 149, o_decade = 17, cnt_en = 0, o_en_cnt = 153, time_val = 30, o_time_cnt = 18, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 17
areset = 0, o_cnt = 150, o_decade = 18, cnt_en = 0, o_en_cnt = 153, time_val = 30, o_time_cnt = 19, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 18
areset = 0, o_cnt = 151, o_decade = 19, cnt_en = 0, o_en_cnt = 153, time_val = 30, o_time_cnt = 20, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 19
areset = 0, o_cnt = 152, o_decade = 20, cnt_en = 0, o_en_cnt = 153, time_val = 30, o_time_cnt = 21, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 20
areset = 0, o_cnt = 153, o_decade = 21, cnt_en = 0, o_en_cnt = 153, time_val = 30, o_time_cnt = 22, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 21
areset = 0, o_cnt = 154, o_decade = 22, cnt_en = 1, o_en_cnt = 153, time_val = 30, o_time_cnt = 23, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 22
areset = 0, o_cnt = 155, o_decade = 23, cnt_en = 0, o_en_cnt = 154, time_val = 30, o_time_cnt = 24, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 23
areset = 0, o_cnt = 156, o_decade = 24, cnt_en = 0, o_en_cnt = 154, time_val = 30, o_time_cnt = 25, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 24
areset = 0, o_cnt = 157, o_decade = 25, cnt_en = 0, o_en_cnt = 154, time_val = 30, o_time_cnt = 26, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 25
areset = 0, o_cnt = 158, o_decade = 26, cnt_en = 0, o_en_cnt = 154, time_val = 30, o_time_cnt = 27, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 26
areset = 0, o_cnt = 159, o_decade = 27, cnt_en = 0, o_en_cnt = 154, time_val = 30, o_time_cnt = 28, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 27
areset = 0, o_cnt = 160, o_decade = 28, cnt_en = 1, o_en_cnt = 154, time_val = 30, o_time_cnt = 29, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 28
areset = 0, o_cnt = 161, o_decade = 29, cnt_en = 0, o_en_cnt = 155, time_val = 30, o_time_cnt = 30, o_time_en = 1, o_clk_h = 0, o_clk_m = 15, o_clk_s = 29
areset = 0, o_cnt = 162, o_decade = 30, cnt_en = 0, o_en_cnt = 155, time_val = 30, o_time_cnt =  0, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 30
areset = 0, o_cnt = 163, o_decade = 31, cnt_en = 0, o_en_cnt = 155, time_val = 30, o_time_cnt =  1, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 31
areset = 0, o_cnt = 164, o_decade = 32, cnt_en = 0, o_en_cnt = 155, time_val = 30, o_time_cnt =  2, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 32
areset = 0, o_cnt = 165, o_decade = 33, cnt_en = 0, o_en_cnt = 155, time_val = 30, o_time_cnt =  3, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 33
areset = 0, o_cnt = 166, o_decade = 34, cnt_en = 1, o_en_cnt = 155, time_val = 30, o_time_cnt =  4, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 34
areset = 0, o_cnt = 167, o_decade = 35, cnt_en = 0, o_en_cnt = 156, time_val = 30, o_time_cnt =  5, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 35
areset = 0, o_cnt = 168, o_decade = 36, cnt_en = 0, o_en_cnt = 156, time_val = 30, o_time_cnt =  6, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 36
areset = 0, o_cnt = 169, o_decade = 37, cnt_en = 0, o_en_cnt = 156, time_val = 30, o_time_cnt =  7, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 37
areset = 0, o_cnt = 170, o_decade = 38, cnt_en = 0, o_en_cnt = 156, time_val = 30, o_time_cnt =  8, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 38
areset = 0, o_cnt = 171, o_decade = 39, cnt_en = 0, o_en_cnt = 156, time_val = 30, o_time_cnt =  9, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 39
areset = 0, o_cnt = 172, o_decade = 40, cnt_en = 1, o_en_cnt = 156, time_val = 30, o_time_cnt = 10, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 40
areset = 0, o_cnt = 173, o_decade = 41, cnt_en = 0, o_en_cnt = 157, time_val = 30, o_time_cnt = 11, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 41
areset = 0, o_cnt = 174, o_decade = 42, cnt_en = 0, o_en_cnt = 157, time_val = 30, o_time_cnt = 12, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 42
areset = 0, o_cnt = 175, o_decade = 43, cnt_en = 0, o_en_cnt = 157, time_val = 30, o_time_cnt = 13, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 43
areset = 0, o_cnt = 176, o_decade = 44, cnt_en = 0, o_en_cnt = 157, time_val = 30, o_time_cnt = 14, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 44
areset = 0, o_cnt = 177, o_decade = 45, cnt_en = 0, o_en_cnt = 157, time_val = 30, o_time_cnt = 15, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 45
areset = 0, o_cnt = 178, o_decade = 46, cnt_en = 1, o_en_cnt = 157, time_val = 30, o_time_cnt = 16, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 46
areset = 0, o_cnt = 179, o_decade = 47, cnt_en = 0, o_en_cnt = 158, time_val = 30, o_time_cnt = 17, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 47
areset = 0, o_cnt = 180, o_decade = 48, cnt_en = 0, o_en_cnt = 158, time_val = 30, o_time_cnt = 18, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 48
areset = 0, o_cnt = 181, o_decade = 49, cnt_en = 0, o_en_cnt = 158, time_val = 30, o_time_cnt = 19, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 49
areset = 0, o_cnt = 182, o_decade = 50, cnt_en = 0, o_en_cnt = 158, time_val = 30, o_time_cnt = 20, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 50
areset = 0, o_cnt = 183, o_decade = 51, cnt_en = 0, o_en_cnt = 158, time_val = 30, o_time_cnt = 21, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 51
areset = 0, o_cnt = 184, o_decade = 52, cnt_en = 1, o_en_cnt = 158, time_val = 30, o_time_cnt = 22, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 52
areset = 0, o_cnt = 185, o_decade = 53, cnt_en = 0, o_en_cnt = 159, time_val = 30, o_time_cnt = 23, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 53
areset = 0, o_cnt = 186, o_decade = 54, cnt_en = 0, o_en_cnt = 159, time_val = 30, o_time_cnt = 24, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 54
areset = 0, o_cnt = 187, o_decade = 55, cnt_en = 0, o_en_cnt = 159, time_val = 30, o_time_cnt = 25, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 55
areset = 0, o_cnt = 188, o_decade = 56, cnt_en = 0, o_en_cnt = 159, time_val = 30, o_time_cnt = 26, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 56
areset = 0, o_cnt = 189, o_decade = 57, cnt_en = 0, o_en_cnt = 159, time_val = 30, o_time_cnt = 27, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 57
areset = 0, o_cnt = 190, o_decade = 58, cnt_en = 1, o_en_cnt = 159, time_val = 30, o_time_cnt = 28, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 58
areset = 0, o_cnt = 191, o_decade = 59, cnt_en = 0, o_en_cnt = 160, time_val = 30, o_time_cnt = 29, o_time_en = 0, o_clk_h = 0, o_clk_m = 15, o_clk_s = 59
areset = 0, o_cnt = 192, o_decade = 60, cnt_en = 0, o_en_cnt = 160, time_val = 30, o_time_cnt = 30, o_time_en = 1, o_clk_h = 0, o_clk_m = 16, o_clk_s =  0
areset = 0, o_cnt = 193, o_decade = 61, cnt_en = 0, o_en_cnt = 160, time_val = 30, o_time_cnt =  0, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  1
areset = 0, o_cnt = 194, o_decade = 62, cnt_en = 0, o_en_cnt = 160, time_val = 30, o_time_cnt =  1, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  2
areset = 0, o_cnt = 195, o_decade = 63, cnt_en = 0, o_en_cnt = 160, time_val = 30, o_time_cnt =  2, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  3
areset = 0, o_cnt = 196, o_decade = 64, cnt_en = 1, o_en_cnt = 160, time_val = 30, o_time_cnt =  3, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  4
areset = 0, o_cnt = 197, o_decade = 65, cnt_en = 0, o_en_cnt = 161, time_val = 30, o_time_cnt =  4, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  5
areset = 0, o_cnt = 198, o_decade = 66, cnt_en = 0, o_en_cnt = 161, time_val = 30, o_time_cnt =  5, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  6
areset = 0, o_cnt = 199, o_decade = 67, cnt_en = 0, o_en_cnt = 161, time_val = 30, o_time_cnt =  6, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  7
areset = 0, o_cnt = 200, o_decade = 68, cnt_en = 0, o_en_cnt = 161, time_val = 30, o_time_cnt =  7, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  8
areset = 0, o_cnt = 201, o_decade = 69, cnt_en = 0, o_en_cnt = 161, time_val = 30, o_time_cnt =  8, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s =  9
areset = 0, o_cnt = 202, o_decade = 70, cnt_en = 1, o_en_cnt = 161, time_val = 30, o_time_cnt =  9, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 10
areset = 0, o_cnt = 203, o_decade = 71, cnt_en = 0, o_en_cnt = 162, time_val = 30, o_time_cnt = 10, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 11
areset = 0, o_cnt = 204, o_decade = 72, cnt_en = 0, o_en_cnt = 162, time_val = 30, o_time_cnt = 11, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 12
areset = 0, o_cnt = 205, o_decade = 73, cnt_en = 0, o_en_cnt = 162, time_val = 30, o_time_cnt = 12, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 13
areset = 0, o_cnt = 206, o_decade = 74, cnt_en = 0, o_en_cnt = 162, time_val = 30, o_time_cnt = 13, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 14
areset = 0, o_cnt = 207, o_decade = 75, cnt_en = 0, o_en_cnt = 162, time_val = 30, o_time_cnt = 14, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 15
areset = 0, o_cnt = 208, o_decade = 76, cnt_en = 1, o_en_cnt = 162, time_val = 30, o_time_cnt = 15, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 16
areset = 0, o_cnt = 209, o_decade = 77, cnt_en = 0, o_en_cnt = 163, time_val = 30, o_time_cnt = 16, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 17
areset = 0, o_cnt = 210, o_decade = 78, cnt_en = 0, o_en_cnt = 163, time_val = 30, o_time_cnt = 17, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 18
areset = 0, o_cnt = 211, o_decade = 79, cnt_en = 0, o_en_cnt = 163, time_val = 30, o_time_cnt = 18, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 19
areset = 0, o_cnt = 212, o_decade = 80, cnt_en = 0, o_en_cnt = 163, time_val = 30, o_time_cnt = 19, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 20
areset = 0, o_cnt = 213, o_decade = 81, cnt_en = 0, o_en_cnt = 163, time_val = 30, o_time_cnt = 20, o_time_en = 0, o_clk_h = 0, o_clk_m = 16, o_clk_s = 21
